Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2010-06-23,33.3722,33.7551,33.3722,33.5637,66012.531163008
2010-06-24,33.5254,33.659,32.8337,33.6028,5270.6586491262
2010-06-25,33.5637,33.5637,32.9877,32.9877,3728.4855564292
2010-06-28,32.9877,33.3722,32.6049,33.2761,34040.649972947
2010-06-29,33.2761,33.659,33.18,33.18,142343.04663066
2010-06-30,32.7963,33.7559,32.6057,33.5628,16470.220560115
2010-07-01,33.5637,33.7551,32.9494,33.7551,70962.295563426
2010-07-02,34.2537,34.5224,34.138,34.4842,5596.2546450691
2010-07-05,34.4842,34.9054,34.3693,34.9054,5285.9393276362
2010-07-06,35.2515,35.2882,34.9819,35.2133,63571.148911841
2010-07-07,35.2133,35.2133,33.9457,33.9457,65234.39199581
2010-07-08,34.5224,35.0406,34.2163,34.5224,57103.895591705
2010-07-09,34.9054,34.9054,34.5224,34.5608,519.54306933849
2010-07-12,34.6374,34.867,34.138,34.3693,506.61326444545
2010-07-13,34.867,34.867,33.927,33.927,7668.5497383808
2010-07-14,34.7326,34.7326,33.927,34.6186,7478.1289754106
2010-07-15,34.0996,34.8296,34.0996,34.6748,28471.430374472
2010-07-16,34.7913,34.7913,34.5224,34.6748,3869.5379734442
2010-07-19,34.5224,34.5224,34.138,34.138,2120.4880024585
2010-07-20,34.3302,34.3302,33.9457,33.9457,1394.0680548313
2010-07-21,33.9457,34.8466,33.9457,34.138,40943.990349022
2010-07-22,34.1583,34.8296,34.138,34.8109,62467.413748699
2010-07-23,34.8296,34.8296,34.5224,34.7156,132046.22018857
2010-07-26,34.5795,34.8466,34.5795,34.7522,21936.001719445
2010-07-27,34.8296,34.8296,34.7156,34.7522,8009.4264128337
2010-07-28,34.8296,34.8296,34.5999,34.7522,97443.711421179
2010-07-29,35.2882,36.2861,35.2882,36.2861,54546.145096499
2010-07-30,36.2495,36.3635,35.4813,36.3635,12882.787420701
2010-08-02,36.4401,37.5903,36.2682,37.5903,200493.0809819
2010-08-03,37.0143,37.6669,37.0143,37.6669,80562.087978104
2010-08-04,37.2075,37.5903,36.976,37.5903,15814.326820996
2010-08-05,37.2075,37.4754,37.0143,37.4754,4384.3792955488
2010-08-06,36.9012,37.2075,36.6885,36.7285,6454.3235152436
2010-08-09,36.6885,37.1878,36.4792,36.4792,2630.6275773293
2010-08-10,36.5167,37.5903,36.133,37.5332,9404.6699044735
2010-08-11,36.5932,37.4754,36.5932,36.8238,13870.154339806
2010-08-12,36.8238,36.8238,36.0556,36.1925,4719.3787859594
2010-08-13,36.4792,36.6323,35.6352,35.6727,4478.4142402255
2010-08-16,36.0181,36.0556,35.2882,35.2882,6676.4810720422
2010-08-17,36.0181,36.4017,35.3273,35.6727,11630.947219693
2010-08-18,36.3252,36.3252,35.5196,35.6727,13345.909523234
2010-08-19,36.2495,36.2495,35.5391,36.0181,1167.2087507989
2010-08-20,35.9994,35.9994,35.5,35.6727,496.03433316933
2010-08-23,35.5578,35.9602,35.2711,35.865,4756.99276383
2010-08-24,35.865,35.865,34.9445,34.9445,4363.2214329966
2010-08-25,34.5224,34.8296,34.2537,34.4459,8396.1451228164
2010-08-26,34.5999,34.5999,34.138,34.4842,2276.8210979834
2010-08-27,34.4068,34.8466,34.4068,34.4459,7634.4620709355
2010-08-30,34.5224,34.867,34.5224,34.8466,41752.690873241
2010-08-31,34.7496,35.0797,34.1396,34.907,15335.924039953
2010-09-01,34.5224,34.9054,34.3489,34.6374,2721.1362115806
2010-09-02,34.6374,35.021,34.5224,35.021,2736.4168900905
2010-09-03,35.1741,35.8267,35.1741,35.6352,14215.732761493
2010-09-06,35.4243,36.2095,35.4243,36.0556,7523.9710109405
2010-09-07,36.2495,36.2495,35.1741,35.2133,3974.1518493969
2010-09-08,35.1741,35.6727,34.9819,35.6727,26048.855112241
2010-09-09,35.6727,36.0556,35.2882,35.8267,1670.295704819
2010-09-10,36.4588,36.7854,36.3635,36.4792,127177.56092794
2010-09-13,36.0556,36.7854,36.0556,36.7854,13609.207368329
2010-09-14,36.7854,36.8238,35.4813,35.6148,8471.3730785577
2010-09-15,36.0385,36.0385,35.6148,35.6148,3732.0118668546
2010-09-16,35.6148,36.0385,35.4813,35.9032,4311.5022134244
2010-09-17,36.0556,36.0556,34.7156,34.867,14863.398442954
2010-09-20,34.867,34.867,34.6748,34.7326,18710.603117037
2010-09-21,34.9054,35.232,34.7913,35.078,22979.789605356
2010-09-22,35.078,35.078,34.0044,34.2537,37308.364300461
2010-09-23,34.5224,34.5224,34.138,34.5037,5934.7804459051
2010-09-24,34.9819,36.4401,34.5608,35.078,572936.1109259
2010-09-27,35.443,35.8267,35.232,35.6727,247906.67552467
2010-09-28,35.6727,35.865,35.6352,35.7127,134678.0232027
